ID,Country_Name,Country_Code,Indicator_Name,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
247,Tuvalu,TUV,Total natural resources rents (% of GDP),,,,,,,,
248,Uganda,UGA,Total natural resources rents (% of GDP),8.1702352,9.2324782,10.7348621,10.8046666,10.6044247,11.287778,12.9694509,12.025041
249,Ukraine,UKR,Total natural resources rents (% of GDP),9.0441019,10.0596137,6.9076417,6.3437645,5.6878455,4.093136,3.5234788,3.950827
250,United Arab Emirates,ARE,Total natural resources rents (% of GDP),22.6689375,30.1218209,29.9105633,27.1543032,24.2582934,14.0591035,11.3540411,13.6197283
251,United Kingdom,GBR,Total natural resources rents (% of GDP),0.9790824,1.1466362,0.9296819,0.7558393,0.5870034,0.342048,0.2862968,0.4292771
252,United States,USA,Total natural resources rents (% of GDP),0.9171931,1.2264191,0.8261862,0.785273,0.6649313,0.2741719,0.3394528,0.4772912
253,Upper middle income,UMC,Total natural resources rents (% of GDP),8.0448688,9.8203225,7.7272975,6.5793545,5.5485734,3.2223499,2.8287159,3.5270527
254,Uruguay,URY,Total natural resources rents (% of GDP),2.0323316,1.3825596,1.1899574,1.2921507,1.4709787,1.7417366,1.7635591,1.5101047
255,Uzbekistan,UZB,Total natural resources rents (% of GDP),17.7716428,21.4951208,20.3837763,18.5824535,13.011966,8.673074,7.2474718,12.5084715
256,Vanuatu,VUT,Total natural resources rents (% of GDP),0.7966533,0.8187741,0.7640144,0.7066565,0.9345938,0.8101326,0.8295134,0.7948106
257,Venezuela RB,VEN,Total natural resources rents (% of GDP),10.7146302,20.5091339,16.0969899,15.6611992,10.3590662,,,
258,Vietnam,VNM,Total natural resources rents (% of GDP),9.4014059,11.124037,9.3243335,7.727732,7.1081828,4.44322,3.6146182,3.9019468
259,Virgin Islands (U.S.),VIR,Total natural resources rents (% of GDP),,,,,,,,
260,West Bank and Gaza,PSE,Total natural resources rents (% of GDP),,,,,,,,
261,World,WLD,Total natural resources rents (% of GDP),3.8141756,5.0027167,4.3130576,3.8952752,3.3565585,1.9345719,1.6989946,2.131977
262,Yemen Rep.,YEM,Total natural resources rents (% of GDP),23.4654504,26.4637084,19.2865158,14.2126928,11.3465456,2.3546416,0.9825058,0.8830706
263,Zambia,ZMB,Total natural resources rents (% of GDP),24.0416988,24.5126154,21.8781667,19.631312,18.6871401,20.4498722,19.9468778,20.5804919
264,Zimbabwe,ZWE,Total natural resources rents (% of GDP),7.7546214,9.4992465,8.0922745,6.5347136,7.1599291,6.8659755,7.1348626,7.0065713
