ID,Country_Name,Country_Code,Indicator_Name,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
65,Ecuador,ECU,Population male (% of total population),50.098567,50.0893178,50.0805766,50.0720899,50.0637231,50.0551936,50.0465463,50.0378902
66,Egypt Arab Rep.,EGY,Population male (% of total population),50.514248,50.5225783,50.5290155,50.5335432,50.5361701,50.536986,50.5359981,50.5334573
67,El Salvador,SLV,Population male (% of total population),47.3243404,47.2553472,47.1910197,47.1310913,47.0751172,47.0224838,46.9733425,46.9278618
68,Equatorial Guinea,GNQ,Population male (% of total population),54.4064474,54.6243088,54.8217547,54.997343,55.1494155,55.2798066,55.3884565,55.4761935
69,Eritrea,ERI,Population male (% of total population),49.9638378,49.9869165,,,,,,
70,Estonia,EST,Population male (% of total population),46.5696722,46.5951295,46.6187461,46.6496041,46.6983673,46.7734333,46.8775327,47.0044847
71,Eswatini,SWZ,Population male (% of total population),47.1606559,47.2830493,47.4739295,47.7105709,47.9632373,48.2075798,48.4380526,48.6552372
72,Ethiopia,ETH,Population male (% of total population),49.8944523,49.9112081,49.9317588,49.9536917,49.9740607,49.9909382,50.003983,50.0138741
73,Euro area,EMU,Population male (% of total population),48.797764,48.7972943,48.7978157,48.7997241,48.8064718,48.8202151,48.8409538,48.8671998
74,Europe & Central Asia,ECS,Population male (% of total population),48.3327861,48.3403486,48.3509202,48.3640057,48.3800356,48.398353,48.4190267,48.4414151
75,Europe & Central Asia (excluding high income),ECA,Population male (% of total population),47.67879,47.6878493,47.6997789,47.7158318,47.7352503,47.7559657,47.7782818,47.8019624
76,Europe & Central Asia (IDA & IBRD countries),TEC,Population male (% of total population),47.7821162,47.7907232,47.8035279,47.8206809,47.8403574,47.8598835,47.8792767,47.8986796
77,European Union,EUU,Population male (% of total population),48.7480959,48.7517254,48.7575314,48.7648474,48.7753718,48.7900671,48.808655,48.8301563
78,Faroe Islands,FRO,Population male (% of total population),,,,,,,,
79,Fiji,FJI,Population male (% of total population),51.0508062,51.0199189,50.9739731,50.9193602,50.8636997,50.8123118,50.7691373,50.7316573
80,Finland,FIN,Population male (% of total population),49.0763512,49.1048112,49.1340997,49.1632077,49.1909232,49.2164204,49.2394475,49.2602024
81,Fragile and conflict affected situations,FCS,Population male (% of total population),49.9482811,49.9566166,49.9691931,49.9838173,49.9975811,50.0086341,50.0165557,50.0222254
82,France,FRA,Population male (% of total population),48.4395106,48.4468651,48.4534445,48.4578836,48.4586738,48.4549424,48.4456542,48.4315529
83,French Polynesia,PYF,Population male (% of total population),51.1917853,51.1258788,51.0381234,50.9377358,50.8444572,50.7716417,50.723297,50.693207
84,Gabon,GAB,Population male (% of total population),50.5937274,50.689499,50.7721711,50.8398686,50.8903011,50.9234529,50.9396967,50.9409573
85,Gambia The,GMB,Population male (% of total population),49.6275093,49.6218364,49.6164345,49.6125697,49.6085299,49.6054385,49.6026772,49.6000723
86,Georgia,GEO,Population male (% of total population),47.6448954,47.6608498,47.6878136,47.7185893,47.7435191,47.7550209,47.7510032,47.7339542
87,Germany,DEU,Population male (% of total population),49.0168057,49.0463861,49.0753116,49.1057664,49.1407172,49.1818674,49.2303516,49.2844291
88,Ghana,GHA,Population male (% of total population),50.5794239,50.5939074,50.6083599,50.6223757,50.6354355,50.6471801,50.6574603,50.6664054
89,Gibraltar,GIB,Population male (% of total population),,,,,,,,
90,Greece,GRC,Population male (% of total population),49.1249986,49.0908456,49.0776978,49.0792841,49.0857976,49.0899166,49.089799,49.0874122
91,Greenland,GRL,Population male (% of total population),,,,,,,,
92,Grenada,GRD,Population male (% of total population),50.521054,50.5356507,50.5230242,50.4973561,50.4692378,50.4447871,50.4230794,50.4094738
93,Guam,GUM,Population male (% of total population),50.8175541,50.7815142,50.7375461,50.6985008,50.6536983,50.6126005,50.5744164,50.5408416
94,Guatemala,GTM,Population male (% of total population),49.1184532,49.1342311,49.1489626,49.163138,49.1775542,49.1926589,49.2084733,49.2246133
95,Guinea,GIN,Population male (% of total population),47.6686118,47.6901257,47.7209137,47.7631919,47.8197143,47.8912004,47.9774985,48.0753951
96,Guinea-Bissau,GNB,Population male (% of total population),48.4727798,48.5196379,48.5633786,48.60565,48.6482478,48.692758,48.7385227,48.7852174
97,Guyana,GUY,Population male (% of total population),49.6314532,49.6409048,49.7039932,49.8019837,49.907057,50.0000652,50.0752564,50.1378967
98,Haiti,HTI,Population male (% of total population),49.3249387,49.3351003,49.3452589,49.3541764,49.3601531,49.362351,49.3600816,49.3544242
99,Heavily indebted poor countries (HIPC),HPC,Population male (% of total population),49.756242,49.7666223,49.78124,49.7982785,49.8153532,49.830873,49.8445485,49.856844
100,High income,HIC,Population male (% of total population),49.5932836,49.6208063,49.6411895,49.6573927,49.6738528,49.6935839,49.7173134,49.7436334
101,Honduras,HND,Population male (% of total population),49.878695,49.8899262,49.899846,49.9087915,49.9173085,49.9257536,49.934202,49.9425709
102,Hong Kong SAR China,HKG,Population male (% of total population),47.0338015,46.8789846,46.7416704,46.6174998,46.5006781,46.3870263,46.2760962,46.1694986
103,Hungary,HUN,Population male (% of total population),47.4492867,47.459899,47.4736686,47.4895726,47.5061425,47.5225163,47.5380833,47.5529357
104,IBRD only,IBD,Population male (% of total population),50.700912,50.6997696,50.697067,50.693068,50.6884254,50.6833005,50.6779014,50.6722032
105,Iceland,ISL,Population male (% of total population),50.3780335,50.361238,50.3166054,50.2594791,50.2060306,50.1715435,50.1623978,50.1685133
106,IDA & IBRD total,IBT,Population male (% of total population),50.5665312,50.5618924,50.5564391,50.5504324,50.5444636,50.5387113,50.5333654,50.5283621
107,IDA blend,IDB,Population male (% of total population),50.6917542,50.6932483,50.695079,50.6969669,50.6995674,50.7032923,50.7082454,50.7140741
108,IDA only,IDX,Population male (% of total population),49.8480368,49.8312913,49.8168731,49.805233,49.7967119,49.7914714,49.7894973,49.7905858
109,IDA total,IDA,Population male (% of total population),50.1302048,50.1199789,50.111306,50.1045155,50.1000205,50.0980275,50.0985485,50.1013269
110,India,IND,Population male (% of total population),52.0273824,52.0229439,52.0169559,52.0099746,52.0027301,51.9957324,51.9891068,51.982714
111,Indonesia,IDN,Population male (% of total population),50.3735584,50.3840121,50.3844614,50.3783737,50.3705304,50.3642703,50.3604083,50.3579437
112,Iran Islamic Rep.,IRN,Population male (% of total population),50.4052607,50.4081767,50.4539821,50.521789,50.5826038,50.6166714,50.619047,50.5975192
113,Iraq,IRQ,Population male (% of total population),50.5091474,50.5144245,50.5226621,50.5329257,50.544109,50.5555072,50.5671822,50.5792952
114,Ireland,IRL,Population male (% of total population),49.6877038,49.6331066,49.5800637,49.5342358,49.5029018,49.4913185,49.5022989,49.5330909
115,Isle of Man,IMN,Population male (% of total population),,,,,,,,
116,Israel,ISR,Population male (% of total population),49.3877992,49.4193409,49.4578819,49.5009977,49.5450342,49.5874661,49.6274256,49.6654172
117,Italy,ITA,Population male (% of total population),48.3850396,48.3877815,48.4096444,48.4448657,48.4845725,48.5223773,48.5571468,48.5907451
118,Jamaica,JAM,Population male (% of total population),49.7253123,49.7382457,49.7367466,49.724666,49.7091443,49.6951945,49.6833024,49.6719104
119,Japan,JPN,Population male (% of total population),48.9134589,48.9002643,48.888998,48.8792841,48.8706027,48.862505,48.8549013,48.8477541
120,Jordan,JOR,Population male (% of total population),51.0016951,50.902705,50.8161162,50.7442665,50.6885775,50.6488213,50.6236991,50.6116184
121,Kazakhstan,KAZ,Population male (% of total population),48.3348883,48.356795,48.3728674,48.3859621,48.3999041,48.4172727,48.4387554,48.4631131
122,Kenya,KEN,Population male (% of total population),49.6514451,49.6571817,49.6617912,49.6656502,49.6692692,49.6730035,49.6768409,49.6805509
123,Kiribati,KIR,Population male (% of total population),49.2081998,49.1879505,49.1655619,49.1440118,49.1283242,49.1232973,49.1233371,49.1331809
124,Korea Dem. People’s Rep.,PRK,Population male (% of total population),48.8602231,48.8680802,48.8763555,48.8844582,48.8916841,48.8974434,48.901568,48.9042784
125,Korea Rep.,KOR,Population male (% of total population),50.1045622,50.1015092,50.1027564,50.1060944,50.1083052,50.1071964,50.1020645,50.0937189
126,Kosovo,XKX,Population male (% of total population),,,,,,,,
